-0.164	-0.0976	-0.177
-0.121	-0.113	-0.114
-0.107	-0.0533	-0.0861
-0.179	-0.0594	-0.0838
-0.159	-0.0765	-0.0749
-0.103	-0.0792	-0.0563
-0.149	-0.0961	-0.0787
-0.0988	-0.11	-0.0494
-0.141	-0.1	-0.119
-0.121	-0.0474	-0.0997
-0.131	-0.102	-0.103
-0.135	-0.0935	-0.151
-0.115	-0.0714	-0.151
-0.194	-0.0665	-0.0817
-0.135	-0.0412	-0.0884
-0.153	-0.0864	-0.062
-0.08	-0.00145	-0.113
-0.0838	-0.116	-0.0906
-0.102	-0.0784	-0.112
-0.102	-0.0734	-0.074
-0.112	-0.109	-0.108
-0.138	-0.0438	-0.114
-0.117	-0.12	-0.105
-0.157	-0.109	-0.114
-0.113	-0.045	-0.141
-0.0894	-0.0685	-0.0816
-0.143	-0.094	-0.0919
-0.118	-0.000682	-0.109
-0.136	-0.108	-0.124
-0.104	-0.0953	-0.0916
-0.201	-0.0901	-0.12
-0.131	-0.0729	-0.0853
-0.124	-0.0563	-0.115
-0.133	-0.12	-0.111
-0.118	-0.119	-0.0861
-0.128	-0.0817	-0.146
-0.117	-0.0666	-0.0964
-0.104	-0.0676	-0.126
-0.0991	-0.0304	-0.0132
-0.133	-0.0618	-0.104
-0.136	-0.0878	-0.113
-0.146	-0.0823	-0.0777
-0.146	-0.0877	-0.135
-0.139	-0.0588	-0.102
-0.115	-0.0813	-0.111
-0.141	-0.117	-0.114
-0.142	-0.0736	-0.14
-0.131	-0.109	-0.0801
-0.102	-0.123	-0.0955
-0.111	-0.0646	-0.0355
-0.203	-0.0864	-0.115
-0.18	-0.054	-0.0858
-0.131	-0.0752	-0.0722
-0.137	-0.0649	-0.101
-0.152	-0.131	-0.15
-0.123	-0.0578	-0.119
-0.126	-0.0388	-0.0794
-0.163	-0.0423	-0.13
-0.146	-0.13	-0.088
-0.132	-0.12	-0.106
-0.171	-0.0831	-0.0948
-0.0871	-0.0868	-0.113
-0.103	-0.0987	-0.0693
-0.171	-0.057	-0.0736
-0.12	-0.0855	-0.128
-0.15	-0.0915	-0.107
-0.0847	-0.103	-0.0842
-0.149	-0.072	-0.119
-0.111	-0.0402	-0.152
-0.192	-0.0742	-0.097
-0.176	-0.0941	-0.0959
-0.132	-0.0865	-0.083
-0.123	-0.069	-0.117
-0.0964	-0.0948	-0.129
-0.101	-0.0361	-0.122
-0.145	-0.0771	-0.0814
-0.102	-0.106	-0.114
-0.0974	-0.102	-0.131
-0.161	-0.0954	-0.115
-0.165	-0.0629	-0.117
-0.127	-0.0885	-0.0872
-0.143	-0.0876	-0.117
-0.172	-0.161	-0.101
-0.139	-0.114	-0.0616
-0.156	-0.0475	-0.115
-0.0986	-0.0528	-0.1
-0.116	-0.0306	-0.073
-0.145	-0.0833	-0.0928
-0.148	-0.06	-0.108
-0.135	-0.0875	-0.118
-0.0904	-0.0792	-0.114
-0.164	-0.0959	-0.101
-0.114	-0.0549	-0.0915
-0.132	-0.0969	-0.128
-0.119	-0.0658	-0.114
-0.164	-0.0755	-0.149
-0.163	-0.0907	-0.0837
-0.0945	-0.095	-0.0249
-0.135	-0.0228	-0.0794
-0.0972	-0.0829	-0.105
-0.175	-0.0599	-0.105
-0.117	-0.0651	-0.0984
-0.12	-0.127	-0.111
-0.135	-0.0624	-0.0656
-0.114	-0.0404	-0.135
-0.174	-0.083	-0.116
-0.117	-0.0779	-0.136
-0.139	-0.0964	-0.113
-0.111	-0.086	-0.112
-0.122	-0.077	-0.0709
-0.137	-0.0347	-0.0946
-0.128	-0.0499	-0.068
-0.131	-0.0852	-0.076
-0.143	-0.0748	-0.12
-0.148	-0.0741	-0.0876
-0.099	-0.0885	-0.095
-0.129	-0.0645	-0.0527
-0.127	-0.11	-0.182
-0.161	-0.0993	-0.115
-0.147	-0.098	-0.0993
-0.0966	-0.0567	-0.064
-0.149	-0.0411	-0.0757
-0.129	-0.0687	-0.0635
-0.139	-0.0117	-0.11
-0.132	-0.119	-0.0946
-0.146	-0.0685	-0.121
-0.108	-0.0692	-0.121
-0.152	-0.0656	-0.0628
-0.0863	-0.0559	-0.0999
-0.151	-0.0887	-0.0954
-0.183	-0.0753	-0.0908
-0.137	-0.121	-0.0965
-0.145	-0.0339	-0.132
-0.0757	-0.07	-0.0625
-0.126	-0.0587	-0.092
-0.147	-0.0747	-0.0616
-0.153	-0.0836	-0.124
-0.0852	-0.107	-0.134
-0.0945	-0.0764	-0.0874
-0.157	-0.113	-0.0703
-0.136	-0.118	-0.112
-0.116	-0.047	-0.0876
-0.157	-0.12	-0.0966
-0.139	-0.12	-0.128
-0.161	-0.0526	-0.128
-0.139	-0.0835	-0.0899
-0.0802	-0.0827	-0.131
-0.16	-0.0562	-0.0633
-0.105	-0.0997	-0.0916
-0.172	-0.137	-0.141
-0.151	-0.0898	-0.145
-0.109	-0.102	-0.0826
-0.158	-0.107	-0.123
-0.144	-0.101	-0.141
-0.161	-0.083	-0.0427
-0.105	-0.12	-0.125
-0.111	-0.0986	-0.114
-0.157	-0.0838	-0.0433
-0.132	-0.0814	-0.091
-0.106	-0.0841	-0.0551
-0.133	-0.0563	-0.117
-0.108	-0.112	-0.0863
-0.0863	-0.104	-0.084
-0.114	-0.0938	-0.117
-0.14	-0.107	-0.117
-0.118	-0.118	-0.115
-0.159	-0.0712	-0.132
-0.153	-0.126	-0.0965
-0.138	-0.0378	-0.116
-0.102	-0.0847	-0.0893
-0.158	-0.0744	-0.0945
-0.102	-0.0247	-0.0762
-0.179	-0.0581	-0.0469
-0.135	-0.0729	-0.122
-0.0714	-0.111	-0.0719
-0.101	-0.103	-0.142
-0.106	-0.0414	-0.0859
-0.191	-0.0774	-0.13
-0.119	-0.0964	-0.147
-0.159	-0.12	-0.107
-0.131	-0.0545	-0.122
-0.15	-0.0848	-0.083
-0.129	-0.0482	-0.0812
-0.117	-0.0571	-0.0373
-0.153	-0.0798	-0.0699
-0.11	-0.13	-0.114
-0.0802	-0.118	-0.112
-0.153	-0.0879	-0.126
-0.0935	-0.0506	-0.101
-0.135	-0.0807	-0.111
-0.153	-0.0832	-0.143
-0.104	-0.151	-0.128
-0.172	-0.0324	-0.11
-0.125	-0.0832	-0.0845
-0.121	-0.0452	-0.103
-0.139	-0.0608	-0.0492
-0.145	-0.0451	-0.133
-0.126	-0.0708	-0.132
-0.113	-0.155	-0.0996
-0.123	-0.106	-0.112
-0.152	-0.101	-0.127
-0.141	-0.0718	-0.0733
-0.0965	-0.155	-0.131
-0.137	-0.0831	-0.139
